ASIN,Title,Description,Price,List_price,Image_URL
B07H93R69P,"Battery Case for iPhone x/xs, Xooparc 5200mAh Protective Portable Charging Case Rechargeable Extended Battery Pack for Apple iPhone X & XS (5.8') Backup Power Bank Cover -Black",,$28.95,,https://images-na.ssl-images-amazon.com/images/I/71MfOIH9P3L._SL1500_.jpg
B07KC8HVKG,"Battery Case for iPhone X/XS, 4000mAh Ultra Slim Protective Charging Case Rechargeable Extended Battery Pack for 5.8 inch iPhone X/XS (Black)","Built-in 4000mAh lithium battery, provide more than 100% battery life additionally.",$36.95,,https://images-na.ssl-images-amazon.com/images/I/71g%2BLxCK3wL._SL1500_.jpg
B00MFVNLXK,Mogix External Battery Phone Charger 10400mAh Power Pack - Best Bank For Fast Charging 2 USB Ports (Black),,$27.95,,https://images-na.ssl-images-amazon.com/images/I/61ygEwMJKRL._SL1362_.jpg
B07211V9XG,"Anker PowerCore II 6700, Compact Portable Charger for iPhone X / 8/8 Plus, Samsung, and Other Smartphones",,$25.99,,https://images-na.ssl-images-amazon.com/images/I/61LF-KJm4QL._SL1500_.jpg
B07BWBMZDL,"Ainope 10000mAh Portable Charger,(Smallest) (LCD Display) (Powerful) External Battery Pack/Battery Charger/Phone Backup Power Bank with Dual USB Output(3.1A),Perfect Carry for Travel-Black",,$25.99,,https://images-na.ssl-images-amazon.com/images/I/61tOOS7OBrL._SL1200_.jpg
B0089VO7OM,"Samsung Galaxy S3 Replacement Battery (2100 mAh) for AT&T, Sprint & T-Mobile Models (Discontinued by Manufacturer)",Samsung uses the latest lithium ion battery technology giving you the best performance possible. Lithium ion batteries are designed specifically for your Samsung mobile phone to deliver the most reliable and long lasting power,$8.07,,https://images-na.ssl-images-amazon.com/images/I/61y42%2BexmcL._SL1300_.jpg
B077TQ7BL9,"Portable Charger, BONAI 12000mAh Thinnest Aluminum Power Bank (Travel) (Powerful) USB C High Speed 3.0A Input/Output Compatible with iPhone iPad Samsung Android Tablet Mint (Charging Cable Included)",,$25.99,,https://images-na.ssl-images-amazon.com/images/I/61vXYAThTGL._SL1500_.jpg
B00IFU0W78,Samsung B500BE B500BU Battery Galaxy S4 Mini Original OEM - Non Retail PackagingNot for Standard Galaxy S4 - Only S4 Mini Model,Samsung original battery for New Galaxy S4 Mini,$9.75,,https://images-na.ssl-images-amazon.com/images/I/81zCFreCF7L._SL1500_.jpg
B077CZ8412,"Quick Charge 3.0 RAVPower 10000mAh Portable Charger with QC 3.0 Input & Output, Ultra-Slim 10000 Power Bank with High-Density Li-Polymer Battery Pack for iPhone, iPad, Galaxy and More",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/41-grwcVGsL._SL1000_.jpg
B07K88GKT6,"Battery Case for iPhone 8 Plus / 7 Plus, Upgraded Gixvdcu [8500mAh] Portable Protective Charging Case for iPhone 8Plus & 7Plus Extended Backup Charger - Black",,$32.50,,https://images-na.ssl-images-amazon.com/images/I/61h6wEGLIgL._SL1500_.jpg
B01JCIJBDC,"mophie powerstation External Battery for Universal Smartphones and Tablets (6,000mAh) - Space Grey","morphine PowerStation External Battery for Universal Smartphones and Tablets (6,000mAh) - Space Grey",$39.99,$49.95,https://images-na.ssl-images-amazon.com/images/I/61EQ-OQcCkL._SL1500_.jpg
B06XS3MT5N,"iPhone 7 Plus Case, iPhone 8 Plus Case, Wellerly LED Illuminated Selfie Light Cell Phone Case Cover [Rechargeable] Light Up Luminous Selfie Flashlight Case for iPhone 7 / 8 Plus 5.5inch (Rose Gold)",,$9.99,,https://images-na.ssl-images-amazon.com/images/I/71fMA0ehL9L._SL1000_.jpg
B01J7S4PEC,"SOLICE® 20000mAh Dual USB Output Portable Charger External Cell Phone Battery Pack Power Bank with LED Light for iPhone, iPad & Samsung Galaxy & More (Gray)",,$22.98,,https://images-na.ssl-images-amazon.com/images/I/513FVOYf6CL._SL1000_.jpg
B07C7Q1KH9,"Omars Power Bank, Portable Charger 10000 mAh with USB C PD Power Delivery QC Quick Charge 3.0 USB Type-C 18W Output Compatible with iPhone Xs/XR/XS Max/X / 8/8 Plus, iPad, Galaxy S9 / Note 9(Blue)",,$19.99,,https://images-na.ssl-images-amazon.com/images/I/51N0iNrjhyL._SL1000_.jpg
B07GJMSMW5,"Solar Charger, 20000mAh Solar Power Bank Portable Chargers for Cell Phone External Battery Charger with Dual 2 USB Port/LED Light Backup Battery Pack for Backpacking Camping Solar Charging",,$26.99,,https://images-na.ssl-images-amazon.com/images/I/716Bfw5GZoL._SL1500_.jpg
B01MAWKEGM,Hermitshell EVA Hard Protective Travel Case Carrying Bag Fits Anker PowerCore+ 26800 Premium Portable High Capacity External Battery with Quick Charge PowerPort Wall Charger,Fits Anker PowerCore+ 26800 Premium Portable High Capacity External Battery with Quick Charge PowerPort Wall Charger EVA Hard Protective Travel Case Carrying Bag By Hermitshell,$13.99,,https://images-na.ssl-images-amazon.com/images/I/61t6Fh6p6-L._SL1000_.jpg
B07GH1YR4H,"Power Bank Portable Charger- 24000mAh High Capacity with Digital Display LCD Screen, 3 USB Output & Dual Input, External Battery Pack Compatible with All the Phone",,$28.99,$199.00,https://images-na.ssl-images-amazon.com/images/I/61uvAhMcu7L._SL1000_.jpg
B07K758B1C,Galaxy Note 5 Battery [Upgraded] 3200mAh Internal Li-ion Polymer Replacement Battery for Samsung Galaxy Note 5 SM-N920 N920T N920A N920P N920V EB-BN920ABE + Free Screwdriver Tool[24 Month Warranty],100% New High Quality 3200mAh Replacement Battery for Galaxy Note 5 Phone,$13.80,,https://images-na.ssl-images-amazon.com/images/I/61teO02JpXL._SL1001_.jpg
B0731JW6FV,10000mAh Power Bank External Battery Portable Charger Pack with Built-in Type C and Micro USB Cable for iPhone Xs/XS Max/X 8 Samsung Huawei Android Cell Phones (Black),,,$35.99,https://images-na.ssl-images-amazon.com/images/I/71l2Yuf6xfL._SL1500_.jpg
B077TR6W6Y,"Carvesky High Capacity 2200 mAh Li-ion Battery for ip 6s Replacement with Complete Repair Tools Kits, Instruction and Screen Protector with 24 Month Warranty [Only for ip6s]",,$20.98,,https://images-na.ssl-images-amazon.com/images/I/71sp4X6psEL._SL1500_.jpg
B0757FKF9M,GETIHU Portable Charger 13000mAh Power Bank 2 USB Ports 4.8A Output High-Speed Charging External Battery Backup with Flashlight for iPhone Xs X 8 7 6s 6 Plus 5s iPad Tablet Samsung Mobile Phone Pack,"In order to reach the best performance, use a 5V/2A AC adapter and original cable of the devices to charge.",$19.99,,https://images-na.ssl-images-amazon.com/images/I/61vt0LQLhOL._SL1500_.jpg
B075DG587K,"20,000mAh HIgh Speed Digital Power Bank Fast Charger Portable Ultra High Capacity 3.4A 2-Port USB +Led Flashlight External Battery Backup, for All Cell/Smart Phone Tablet Laptop iPhone Galaxy & More",,$19.99,,
B0768V15DH,Yoobao Portable Charger 12000mAh Ultra Slim Power Bank Q12 Qualcomm Quick Charge 3.0 External Battery Pack Fast Charge Powerbank Compatible Samsung S8/S8+ iPhone X/8/8+ HUAWEI Google LG and More-Black,,$23.99,,https://images-na.ssl-images-amazon.com/images/I/6112GA4tV3L._SL1000_.jpg
B01KL1AIDG,"iPhone 8 Plus / 7 Plus Battery Case, Trianium Atomic Pro 4200mAh Extended 8 Plus Battery Portable Charger for iPhone 7 Plus,8Plus (5.5”)[Black] Power Juice Charging Case Pack [Apple Certified Part]",,,,https://images-na.ssl-images-amazon.com/images/I/61z75TFWKKL._SL1000_.jpg
B01N66PHDQ,"(Upgraded) Galaxy S7 Battery Case, Trianium Atomic Pro Charging Battery Pack for Samsung S7-4500mAh Extended Battery Fast Charger [Quick Charge Pass Thru] Protective Case Power Pack Juice Bank","The Trianium Atomic Pro Galaxy S7 battery case brings you a whole new level of power and protection for the Samsung Galaxy S7 2016. Made specifically to enhance your S7, it provides 100% additional rechargeable battery pack juice replacement power booster and is built with an ultra-durable design to protect against bumps, scrapes and scratches.",,,https://images-na.ssl-images-amazon.com/images/I/611EjE6Qb1L._SL1000_.jpg
B07H98W3V7,"USB C Power Bank PD 10400mAh Portable Charger, Slim 10000 Phone Charger Power Delivery & Quick Charge 3.0 Battery Pack Compatible with Google Pixel 2, iPhone, iPad (Standard)","PD (Power Delivery) and QC 3.0 tech, offering best charging recharging experience. 3.5 hours recharging time by PD/QC 3.0 adapter. Within 45 mins, charge compatible devices up to 80%, 4 times faster than standard portable chargers.( Non–Quick Charge devices also charge at its max-speed allowed) LED power display show charger’s power from 0-100%, magnetic cables solved problem of urgent needs for charging cable anyplace. Compatible with Type-C iPad Pro, iPhone 8/8 plus/X, Pixel devices, Nexus Samsung and most other phones, tablets etc. Size is 145*68*13mm, similar with iPhone 7, weigh 6.8oz, very slim light. 10400mAh capacity, charge iPhone X 2.5 times, iPhone 8 Plus 2.7 times, iPhone 8 3.5 times, iPad Mini 1.2 times, Samsung Galaxy S8 2.5 times, Nintendo Switch 1.5 times, Google Pixel 2.7 times etc. Intelligent power manage IC will protect your devices against overcharging, short-circuiting, voltage instabilities, over discharging. Support 3 types input ports, you can use any one of those cables to get your power bank recharging ready on. Notes: We highly recommend you use the Original Cable/Power Adapter to charge your device or recharge the power bank for optimum efficiency. Specifications： Model:W1040P Dimensions: 5.7x2.6x0.5in Weight:0.42lb Capacity:10400mAh Rated Energy:38.48Wh 3 x Input Ports: Micro USB Input(QC3.0): 5V/2A, 9V/2A, 12V/1.5A Type-C Input(PD/QC3.0): 5V/2A, 9V/2A, 12V/1.5A Another Input: 5V/1.5A Recharging time: 3.5h by PD/QC3.0 power adapter; 5.5h by 5V/2A power adapter; 8h by 5V/1.5A power adapter USB Output(QC3.0): 5-6V/3A, 6-9V/2A, 9-12V/1.5A Type-C Output(PD/QC3.0): 5-6V/3A, 6-9V/2A, 9-12V/1.5A Package： 1 x Charmast power bank 2 x magnetic cables(no type C cable included) 1 x pouch 1 x manual",$25.99,,https://images-na.ssl-images-amazon.com/images/I/51SGCWuyHJL._SL1000_.jpg
B07195QFZ5,Motorola Battery Case for Moto Z - Black,MOTO BATTERY MOD (BLACK),$49.99,,https://images-na.ssl-images-amazon.com/images/I/71fXJ23JuQL._SL1500_.jpg
B07JMTSPC3,"Mobile Powerbank 9000mAh Ultra Slim Quick Charge Portable Phone Charger Power Bank External Battery Charger with LCD Display Built in Cables for Android, iPhone, iPad, Samsung Galaxy and More",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/61U4%2BMchKrL._SL1500_.jpg
B015S551MI,LG 3000mAh Standard Battery BL-51YF for LG G4 (Bulk Packaging),LG 3000mAh Standard Battery BL-51YF for LG G4,$7.49,,https://images-na.ssl-images-amazon.com/images/I/61XK3yyxFvL._SL1500_.jpg
B076QG3FBD,"New 3300 mAh BELTRON Replacement Battery for Samsung J7 (2017), J7 Perx, J7 Sky Pro, J710, J727 - EB-BJ710","Guaranteed to Work with Samsung Galaxy J7 J710 (2017) / J727 for AT&T, Boost Mobile, MetroPCS, Sprint, T-Mobile, Virgin Mobile. This battery is only compatible with the newer (2017) version of the Galaxy J7 J710/J727. Will not work with the older J700.",$11.95,,https://images-na.ssl-images-amazon.com/images/I/81mAyA9HrUL._SL1500_.jpg
B07H89D68F,"iPhone Xs Max Battery Case with Qi Wireless Charging Compatible, Alpatronix BXX Max 6.5-inch 5000mAh Portable Protective Rechargeable Extended Charger for iPhone Xs Max Juice Bank Power Case - Black",,$49.95,,https://images-na.ssl-images-amazon.com/images/I/81ZJkNU3A5L._SL1500_.jpg
B00UVORXZA,"New 2800 mAh BELTRON Replacement Battery for Samsung Galaxy S5, S5 Active (G870/G900/I9600) - EB-BG900","This Lithium Ion battery is designed specifically for your Samsung Galaxy S 5 mobile phone to deliver the most reliable and long lasting power (2800 mAh). New in BELTRON packaging, with 1 Year BELTRON warranty (when purchased from an Authorized BELTRON Dealer). Be protected and buy only ORIGINAL BELTRON products, look for the BELTRON hologram on battery to ensure authenticity and warranty.",$11.50,,https://images-na.ssl-images-amazon.com/images/I/81LPnplnBFL._SL1500_.jpg
B07G9TLJGQ,"Hobest Solar Charger 10000mAh,Water-Resistant Outdoor Solar Power Bank with LED Flashlight,Dual USB Portable Charger Solar for Smartphones,GoPro Camera,GPS and Emergency Travel (Orange)",,$22.88,,https://images-na.ssl-images-amazon.com/images/I/61gPDXUvibL._SL1000_.jpg
B07LG44NXP,"Qi Wireless Charging Case Replacement for Apple AirPods, NeotrixQI AirPod Protective Charger Case Cover with Built-in Power Battery, 5 Times Full Charge, White",,$36.99,,https://images-na.ssl-images-amazon.com/images/I/51MyM0TiSrL._SL1001_.jpg
B07C197L2X,"LG V20 Battery | iPosible 3300mAh Li-Ion Replacement Battery for LG V20 BL-44E1F H918 (T-Mobile),H910 (AT&T),VS995 (Verizon),US996 (U.S. Cellular),LS997 (Sprint)| V20 Spare Battery [24 Month Warranty]","3300mAh Battery for LG V20, NOT compatible with either NFC or Google Wallet.",$13.95,,https://images-na.ssl-images-amazon.com/images/I/71x2SWMJtOL._SL1500_.jpg
B0785KYHH1,"Portable Charger Makeup Mirror Compact 3.6inch Power Bank 3000mAh as Gift for Friends,Girls,Mom etc with 1x/3x Magnified Vanity Mirror (Pink)",,$23.99,,https://images-na.ssl-images-amazon.com/images/I/61bfCqqBeIL._SL1000_.jpg
B0796LK6GY,XHDATA BL-5C 3.7V 1500Mah Rechargeable Battery for Radio（2 Pieces,XHDATA BL-5C Rechargeable Battery,$8.98,,https://images-na.ssl-images-amazon.com/images/I/61yfHi2W1BL._SL1000_.jpg
B00V6QMO60,Novatel Jetpack MiFi 6620L Battery Mobile Hotspot P/N: 40115131.01,Original OEM Standard battery for Novatel 6620L,$10.95,,https://images-na.ssl-images-amazon.com/images/I/61SK49khHNL._SL1168_.jpg
B07F3RT5B1,"Galaxy S5 Active Battery,MAXBEAR [3300mAh] Replacement Li-Ion Battery for Samsung Galaxy S5 Active SM-G870 (AT&T) & Galaxy S5 Sport SM-G860 (Sprint)| S5 Spare Battery [12 Month Warranty]",- This MAXBEAR spare battery for the Galaxy S5 Active is designed to deliver up to 400 hours of charge.,$15.98,,https://images-na.ssl-images-amazon.com/images/I/617wMqY6WSL._SL1001_.jpg
B0089VO7OM,"Samsung Galaxy S3 Replacement Battery (2100 mAh) for AT&T, Sprint & T-Mobile Models (Discontinued by Manufacturer)",Samsung uses the latest lithium ion battery technology giving you the best performance possible. Lithium ion batteries are designed specifically for your Samsung mobile phone to deliver the most reliable and long lasting power,$8.07,,https://images-na.ssl-images-amazon.com/images/I/61y42%2BexmcL._SL1300_.jpg
B07B9WQTFN,"LG G5 Battery, iPosible 3200mAh Replacement Li-ion Battery for LG G5 BL-42D1F US992 VS987 H820 H830 LS992 G 5 H845 Dual H850 H858 | G5 Spare Battery [24 Month Warranty]",,$13.95,,https://images-na.ssl-images-amazon.com/images/I/71WMVRP0%2BYL._SL1500_.jpg
B01M9AYN19,Hermitshell Hard EVA Travel Case Fits RAVPower 26800mAh External Battery Pack Power Bank,Hermitshell Hard EVA Travel Case Fits RAVPower 26800mAh External Battery Pack Power Bank,$13.99,,https://images-na.ssl-images-amazon.com/images/I/61CHutTbKQL._SL1000_.jpg
B076HKXXTG,OEM Motorola GK40 Battery for Moto G4 Play XT1607 GK40 3.8V,Original OEM Motorola 3.8V Battery GK40 (2800mAh) for Moto G4 Play XT1607 XT1609,$8.39,,
B01LYCSZZ8,For Anker PowerCore 13000 13000mAh 10400 Portable Charger 2-Port Ultra Battery Power Bank Hard Case by Khanka,Khanka Hard Case for Anker PowerCore 13000mAh/10400mAh Ultra-Portable Phone Charger Power Bank,$7.99,,https://images-na.ssl-images-amazon.com/images/I/717Eur4F4WL._SL1200_.jpg
B07JV7XXRX,"Battery Case for iPhone 5/5S/SE,FNSON 4000mAh Portable Charger Case Upgraded Version Extended Battery Pack Protective Backup Charging Case for iPhone 5/5S/SE Power Bank - Black","This battery case is just fit for iPhone 5/5S/SE, Not fit for iPhone 5C.",$19.80,,https://images-na.ssl-images-amazon.com/images/I/51cVGKYp6fL._SL1050_.jpg
B00NC2M6Y6,New 3100 mAh Replacement Battery for Samsung Galaxy Note 2 II (I317 I605 L900 R950 T889) - EB595675LA - BELTRON,This Lithium Ion battery is designed specifically for your Samsung Galaxy Note 2 mobile phone to deliver the most reliable and long lasting power (3100 mAh).,$11.95,,https://images-na.ssl-images-amazon.com/images/I/71MabZWp6yL._SL1456_.jpg
B07DYLZKSF,Power Bank Portable Charger 24000mAh Huge Capacity with 2 Output Ultra-Compact Battery Pack Compatible with Samsung Android and More,,$30.09,,https://images-na.ssl-images-amazon.com/images/I/51uK2H%2BDNIL._SL1000_.jpg
B01LMW77C8,EasyAcc 10000mAh Power Bank Brilliant External Battery Pack (3.1A Smart Output) Classic Portable Charger for iPhone Samsung Smartphones Tablets - Black and Orange,,$19.99,,https://images-na.ssl-images-amazon.com/images/I/51FjTQAbHKL._SL1000_.jpg
B07DN742XL,"Besiter 20000 Portable Charger Quick Charge 3.0 High Capacity Dual Input and Dual USB Output Power Bank 20000mah LCD Display 12, 9, 5v External Battery Pack (Black)",,$33.99,,https://images-na.ssl-images-amazon.com/images/I/61jhTlPvDnL._SL1000_.jpg
B01FF1SVYU,"PowerBear Note 3 Battery (3200 mAh) Li-Ion Battery for The Samsung Galaxy Note 3 [N9000, N9005 LTE, AT&T N900A, Verizon N900V, Sprint N900P, T-Mobile N900T] | Note3 Spare Battery [24 Month Warranty]",,$19.95,,https://images-na.ssl-images-amazon.com/images/I/81ojT04TwoL._SL1460_.jpg
B07KFDNW91,"SHENMZ LG G3 Battery Upgraded,[3200mAh] Replacement Li-Ion Battery for LG G3 BL-53YH D852, D855, D850 at&T, D851 T-Mobile, VS985 Verizon, LS990 Sprint | LG G3 Spare Battery (24 Month Warranty)",Bring your battery life back to glory and save the money of an upgrade; get from 0% to 100% power in a matter of seconds by simply swapping batteries,$13.80,,https://images-na.ssl-images-amazon.com/images/I/61p5TH6q5vL._SL1001_.jpg
B07L5FQS36,HDCKU Battery Replacement Kit for Samsung Galaxy S7 SM-G930 (EB-BG930ABE) with Full Repair Tools and Instructions(12 Month Warranty),,$15.50,,https://images-na.ssl-images-amazon.com/images/I/71lnHZOv34L._SL1500_.jpg
B01N48V9AH,Samsung Galaxy Note 4 Standard Battery (3220mAh) - Bulk Packaging,The Samsung Spare Battery for the Galaxy Note 4 lets you keep a replacement battery ready at hand.,$10.28,,https://images-na.ssl-images-amazon.com/images/I/71zkViGYIXL._SL1500_.jpg
B01LBI132I,"Uni-Yeap [Upgraded] 11000mAh External Battery Charger Power Bank with Safety Charging Conversion System and Ultra Slim with Screen for iPhoneX 8 7 6s 6, iPad, Samsung Galaxy and All Smart Phone(Gold)",,$17.99,,https://images-na.ssl-images-amazon.com/images/I/81D302lf4yL._SL1500_.jpg
B07KW5B57W,"Battery Case for iPhone 7/8, 3000mAh Portable Charging Case Protective Rechargeable Charger Case Extended Battery Compatible with iPhone 7 8 (4.7 inch) - Black",Extended Battery Case is designed for charging and protecting your iPhone 7/8 (4.7 inch).,$36.98,,https://images-na.ssl-images-amazon.com/images/I/61XDfgqNtFL._SL1500_.jpg
B076FTFQT1,"Original OEM Authentic Battery For LG 2017 K20 Plus K20, K20 V, Harmony, LV532GB BL-46G1F 2800mah",,$10.50,,https://images-na.ssl-images-amazon.com/images/I/81VS9Q0WTAL._SL1500_.jpg
B00LX02I92,Samsung Samsung Galaxy S4 Active/S 4 M919 T-Mobile NEW OEM B600bu Battery - Non-Retail Packaging - Black/Silver (Discontinued by Manufacturer),Brand New OEM Samsung B600BU original battery for Samsung Galaxy S4 2600 mAh 3.8 volt 2600mAh Part Numbers: B600BU/B600BZ/B600BC/B600BE Compatible with GALAXY S4 Product: New in Bulk Packaging,$9.20,,https://images-na.ssl-images-amazon.com/images/I/81SG91ljitL._SL1500_.jpg
B00DTRHDTM,LG EAC61638202 Battery for Cosmos 2/Cosmos 3 - Original OEM - Non-Retail Packaging - Black,"Power up your LG Cosmos 2 VN251 with this LG BL-46CN Battery EAC61638202. This original battery from LG features 900mAh of power so you can enjoy longer talk and standby times with your phone. This slim yet long lasting battery keeps your LG Cosmos 2 powered up and working at an optimum performance. Great replacement or back-up battery to have in case you lost or damaged your battery. OEM Part Numbers: BL-46CN / BL46CN / EAC61638202Compatible with the LG Cosmos 2 VN251 and Cosmos 3 VN251S phone models. Cables & Etc, LLC is the owner of the trademark C&E. This UPC is trademarked under C&E. Any violation will be reported to Amazon without any prior warning.",$8.16,,
B07GXHTDJL,"Battery Case for iPhone 6s/6,6000mAh Portable Charging Case Rechargeable External Battery Pack for Apple iPhone 6/6s Protective Charger Case Backup Power Bank (4.7 Inch) (Black)",,$29.95,,https://images-na.ssl-images-amazon.com/images/I/51S4haG21TL._SL1001_.jpg
B01N5D9FKB,Original LG BL-44E1F Battery for LG V20 3080mAh BL44E1F EAC63320507 in bulk-packaging,LG V20 BATTERY BL-44E1F GENUINE BATTERY,$8.95,,
B07JGY6PJC,"Ztesy Battery Case for iPhone Xs Max, 6000mAh Capacity Portable Charging Case Rechargeable Extended Battery Pack Protective Backup Charger Case Cover for iPhone Xs Max 6.5 Inch",,$25.99,,https://images-na.ssl-images-amazon.com/images/I/51xGCSkjkZL._SL1001_.jpg
B07H93W9KF,"Battery Case for iPhone 7 Plus 8 Plus, Xooparc 7000mAh Protective Portable Charging Case Rechargeable Extended Battery Pack for Apple iPhone 7 Plus & 8 Plus (5.5') Backup Power Bank Cover (Black)",,$25.95,,https://images-na.ssl-images-amazon.com/images/I/61f-adLaE8L._SL1500_.jpg
B07BC6ZT5G,"2200mAh High Capacity Battery for iPhone 6S with Complete Replacement Tool Kit, Two Sets of Adhesive Tape and Instructions Included by LOCTUS 24 Months Warranty",,$21.99,,https://images-na.ssl-images-amazon.com/images/I/71tJzVqpV4L._SL1500_.jpg
B01NAAF5WN,mophie juice pack wireless - Charge Force Wireless Power - Wireless Charging Protective Battery Pack Case for iPhone 7 – Black,,$70.23,$99.95,https://images-na.ssl-images-amazon.com/images/I/71igL6R22JL._SL1500_.jpg
B07JFRG1X7,"oGoDeal 5S 5C Battery, Battery Replacement Compatible with iPhone 5s &5C A1457,A1453, A1530, A1533, A1532 A1507, A1456 Battery Replacement Kit","Do you have those problem?Standby time is very Short,battery draining fast, charging several times a day? If so, please replace your battery as soon as possible. Choose oGoDeal New For iPhone 5s/5c Battery. You don't have to pay for high repair prices for repair stores,you don't have to buy new phone,then it will get your Phone back to new life. Product Description:",$14.88,,https://images-na.ssl-images-amazon.com/images/I/71RJnDU4hlL._SL1500_.jpg
B079NPN7JB,Brand New LG G5 Replacement Battery BL-42D1F with Bulk packaging,Brand New LG G5 Replacement Battery BL-42D1F with Bulk packaging,$9.48,,
B07H3MMR74,"Battery Case for iPhone X/Xs/10 6500mAh, iPosible Portable Charging Case Rechargeable Extended Battery Pack for iPhone X/Xs(5.8 inch) Protective Backup Cover Charger Case Power Bank (Black)",,$27.95,,https://images-na.ssl-images-amazon.com/images/I/71G%2BQzdGT4L._SL1500_.jpg
B07B8J6N2L,Heloideo 10000mAh Portable Charger Compact Power Bank External Battery Pack with Built-in AC Wall Plug and Micro Type-c Cables,,$38.99,,https://images-na.ssl-images-amazon.com/images/I/51rNao%2BoV5L._SL1000_.jpg
B075LM63XG,"iPhone 8/7 Battery Case Qi Wireless Charging Compatible, Alpatronix BX190 4.7-inch 3200mAh Slim Rechargeable Extended Protective Portable Charger for iPhone 8 & iPhone 7 Juice Bank Power Pack - Black",,$44.95,,https://images-na.ssl-images-amazon.com/images/I/71hbgon1SfL._SL1500_.jpg
B072BD98CM,ZMI USB PD Backup Battery & Hub for MacBook 2015/MacBook Pro 2016 or later/Pixelbook/Nintendo Switch/Pixel/iPhone 8 Fast Charge External Battery Pack Portable Charger Powerbank for iPhone/iPad/Samsung,,$69.95,,https://images-na.ssl-images-amazon.com/images/I/61hiLUW4%2BuL._SL1500_.jpg
B07GDQ8NW1,"iPhone 7/8 Battery Case, XchuangX 3000mAh Rechargeable Protective Charging Case Slim for Apple iPhone 7/8 (4.7 inch), Support All Types Headphones, Answer Call and Sync-Through-Black",,$27.00,,https://images-na.ssl-images-amazon.com/images/I/81aLNFRVbKL._SL1500_.jpg
B00N261MCO,"15 Maxell SR626SW 377 Silver Oxide Watch Batteries, New hologram packaging that guarantees authenticity","Super fresh genuine Maxell 1.55v Watch batteries. Works for: Watches, computer motherboards, calculators, PDAs, electronic organizers, garage door openers, toys, games, door chimes, pet collars, LED lights, sporting goods, pedometers, calorie counters, stopwatches and medical devices and all other devices that requires this battery size. Equivalent to: SR626SW, SR66, SR626, SB-AW, 280-39, BA, V377, D377, 606, S626E, GP377, AG4, AG-4, 377, L626, SG4, LR626, LR66, SR628SW, E377, E377CA, LR626SW, 377A, SR262SW, 377X, 377S, GP177, SR6265W, 377/376, E377A, SR66SW, SR625SW, 377BA, CR626SW,",$6.99,,https://images-na.ssl-images-amazon.com/images/I/91DbRw9MMIL._SL1500_.jpg
B07H9S455J,"iPhone 5/5S/SE Battery Case, Wavypo 4000mAh Ultra Slim Extended Rechargeable Charger Case External Battery Pack Portable Power Bank Protective Charging Case for iPhone 5, 5S, SE (Black)",,$17.60,,https://images-na.ssl-images-amazon.com/images/I/51oTOPoQVpL._SL1001_.jpg
B00TYGGM44,Samsung Galaxy Note 4 Bettery EB-BN910BBE / EB-BN910BBU,Samsung Galaxy Note 4 Bettery EB-BN910BBE / EB-BN910BBU,$9.95,,https://images-na.ssl-images-amazon.com/images/I/710Shlf%2BHHL._SL1456_.jpg
B008PTP0SK,Milwaukee 49-24-2371 M18 Power Source,"The M18 Power Source, compatible with both M18 Compact and XC Battery Packs, features a powered USB port to charge cell phones, mp3 players, digital cameras, and other portable electronic devices. This adapter is also compatible with M12 Heated Jackets, providing up to 18 hours of continuous heat on a single charge with an XC Battery Pack.",,,
B07JNFSFPM,"Battery Case for iPhone 6s Plus/6 Plus, 6800mAh Conqto Portable Protective Power Charging Case Compatible with iPhone 6 Plus/6s Plus (5.5 inch) Rechargeable Extended Battery Charger Case-Rose Gold",,$26.85,,https://images-na.ssl-images-amazon.com/images/I/51SPCUzw5xL._SL1001_.jpg
B07H8756L6,HOMSUM Battery Replacement for iPhone 5S or 5C with Repair Tool Kits & Instructions - Full 1560mAh New 0 Cycle [365 Days Warranty],"Welcome to HOMSUM,Our mission:To be more safer,Stay longer",$20.99,,https://images-na.ssl-images-amazon.com/images/I/61S9wHYj91L._SL1000_.jpg
B01ISO92V2,"Anker PowerCore 10400 Portable Charger with PowerIQ for iPhone, iPad, Samsung Galaxy and More (Black)",10400,$31.99,,
B0723CJX4C,"Luxtude 5000mAh Ultra-Slim Gift Portable Charger, MFi Lightning Cable Power Bank, Stylish High-Speed Charging External Battery Only Compatible iPhone XS/XR/X/8/8 Plus/7/7 Plus/6/6S/5/SE/5S (Rose Gold)",,$28.99,,https://images-na.ssl-images-amazon.com/images/I/51XRuH0wu8L._SL1000_.jpg
B075LW155D,"iPhone X/XS Battery Case Qi Wireless Charging Compatible, Alpatronix BXX 5.8-inch 4200mAh Slim Rechargeable Extended Protective Portable Charger Case for iPhone X & XS Juice Bank Power Pack – Black",,$39.95,,https://images-na.ssl-images-amazon.com/images/I/71MOGfnGm%2BL._SL1500_.jpg
B01KL0A3KA,"iPhone 8/7 Battery Case, Trianium Atomic Pro 3200mAh Extended iPhone 7 8 Battery Portable Charger for iPhone 7, iPhone 8 (4.7”) [Black] Power Charging Case Pack Juice Bank [Apple Certified Part]",,$35.99,,https://images-na.ssl-images-amazon.com/images/I/61rS2%2BlOpjL._SL1000_.jpg
